Gene	C10_+DDM_-RNase_R1	C10_+DDM_-RNase_R2	C10_+DDM_+RNase_R1	C10_+DDM_+RNase_R2	C10_-DDM_-RNase_R1	C10_-DDM_-RNase_R2	C10_-DDM_+RNase_R1	C10_-DDM_+RNase_R2
Retnlb	0	0	0	0	0	0	0	0
Retnlg	0	0	0	0	0	0	0	0
Rflna	0	0	0	0	0	0	0	0
Rfpl4	0	0	0	0	0	0	0.504313075	0
Rfpl4b	0	0	0	0	0	0	0	0
Rfx6	0	0	0	0	0.013016952	0	0	0
Rgcc	0	0.449791315	0	0	0.134499005	0	0	0.128240507
Rgn	0.026406923	0	0	0	0.949615865	0	0	0
Rgr	0	0	0	0	0	0	0	0
Rgs1	0	0	0	0	0	0	0	0
Rgs11	0	0	0	0	0.019071066	0	0.423885858	0.07273461
Rgs13	0	0	0	0	0	0	0	0
Rgs14	0	0	0	0	0	0	0	0
Rgs16	0	0	0	0	0	0	0	0
Rgs18	0	0	0	0	0.014496709	0	0	0
Rgs2	0	0	0	0	0	0	0	0
Rgs21	0.038266748	0.069726808	0	0	0	0.019362418	0.044135948	0.079519555
Rgs5	0	0	0	0	0	0	0.071553439	0
Rgs7bp	0	0	0	0	0	0	0.009086088	0
Rgs9	0	0	0	0	0	0	0	0
Rgsl1	0	0	0	0	0	0	0	0
Rhag	0	0	0	0	0.010673041	0	0	0
Rhbg	0	0.026125398	0	0	0	0	0	0
Rho	0	0	0	0	0	0	0	0
Rhoh	0	0	0	0	0	0	0	0
Rhox1	0	0	0	0	0	0	0	0
Rhox10	0	0	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0	0	0
Rhox11-ps2	0	0	0	0	0	0	0	0
Rhox12	0	0	0	0	0	0	0	0
Rhox13	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0
Rhox3a2	0	0	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0	0	0
Rhox3g	0	0	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0
Rhox4a2	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0	0	0
Rhox4e	0	0	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0	0	0
Rhox5	0	0	0	0	0	0	0	0.202321905
Rhox6	0	0	0	0	0	0	0	0
Rhox7a	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0	0	0
Rhpn1	0	0	0	0	0	0	0	0
Rian	0	0.014338353	0	0	0	0	0	0
Ribc2	0	0	0	0	0	0	0	0
Ric3	0	0	0	0	0	0	0	0
Riiad1	0	0	0	0	0	0	0.054417722	0
Rimbp3	0	0	0	0	0	0	0	0.180387554
Rimkla	0	0	0	0	0	0.030399649	0	0
Riox1	0	0	0	0	0	0	0	0
Ripk3	0	0	0	0	0	0	0	0
Ripk4	0	0	0	0	0	0	0	0
Ripply1	0	0	0	0	0	0	0	0
Ripply2	0	0	0	0	0	0	0	0
Rln1	0	0	0	0	0	0	0	0
Rln3	0	0	0	0	0	0	0	0
Rmrp	0	0	0	0	0	0	0	0
Rmst	0	0	0	0	0	0	0	0
Rn4.5s	0	0	0	0	0	0	0	0
Rn5s	0	0	0	0	0	0	0	0
Rnase1	0	0	0	0	0	0	0	0
Rnase10	0	0	0	0	0	0	0	0
Rnase11	0	0	0	0	0	0	0	0
Rnase12	0	0	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0	0	0
Rnase2b	0	0	0	0	0	0	0	0
Rnase6	0	0	0	0	0.421509789	0	0	0
Rnase9	0	0	0	0	0	0	0	0
Rnasel	0	0.097545338	0	0	0.307595394	0.049249705	0.213299628	0
Rnf112	0	0	0	0	0.498854859	0	0	0
Rnf113a2	0	0	0	0	0	0	0	0
Rnf133	0	0	0	0	0	0	0	0
Rnf138rt1	0	0	0	0	0	0	0	0
Rnf144a	0	0	0	0	0	0	0	0
Rnf144b	0.011572669	0	0	0	0	0.023422408	0.013347638	0.084169344
Rnf148	0	0	0	0	0	0	0	0
Rnf165	0	0	0	0	0	0	0	0
Rnf17	0	0	0	0	0	0	0	0
Rnf180	0	0	0	0	0	0	0	0
Rnf186	0	0	0	0	0	0	0	0
Rnf208	0	0	0	0	0	0	0	0
Rnf212	0	0.017061307	0	0	0	0	0.021599066	0
Rnf222	0	0	0	0	0.015564965	0	0	0.044522091
Rnf223	0.036602977	0	0	0	0	0	0	0
Rnf224	0	0	0	0	0	0	0	0
Rnf227	0	0	0	0	0	0	0	0
Rnf32	0	0	0	0	0	0	0	0
Rnf39	0	0	0	0	0	0	0.224952928	0
Rnf43	0	0	0	0	0.013252705	0	0	0.012636031
Rnf8	0	0	0	0	0	0	0	0
Rnu1a1	0	0	0	0	0	0	0	0
Rnu1b1	0	0	0	0	0	0	0	0
Rnu1b2	0	0	0	0	0	0	0	0
Rnu1b6	0	0	0	0	0	0	0	0
Rnu5g	0	0	0	0	0	0	0	0
Rnu6	0	0	0	0	0	0	0	0
Rny3	0	0	0	0	0	0	0.64412264	0
Robo4	0	0	0	0	0	0	0	0
Rom1	0	0	0	0	0	0	0	0
Ropn1	0	0	0	0	0	0.607238382	0.062917202	0.226715326
Rorb	0.003075193	0	0	0	0	0	0	0
Rorc	0	0.014418815	0	0	0	0.048047481	0	0
Rp1	0	0	0	0	0	0	0	0
Rp1l1	0	0	0	0	0	0	0	0
Rpa4	0	0	0	0	0	0	0	0
Rpl10l	0	0	0	0	0	0	0	0
Rpl17-ps8	0	0	0	0	0	0	0	0
Rpl27a-ps4	0	0	0	0	0	0	0	0
Rpl31-ps12	0	0	0	0	0	0	0	0
Rpl32l	0	0	0	0	0	0	0	0
Rpl39l	0	0	0	0	0	0	0	0
Rpp14	0	0	0	0	0	0	0	0
Rprl1	0	0	0	0	0	0	0	0
Rprl2	0	0	0	0	0	0	0	0
Rprl3	0	0	0	0	0.261557639	0	0	0
Rprm	0	0	0	0	0	0	0	0
Rprml	0	0	0	0	0	0	0	0
Rps11	0	0	0	0	0	0	0	0
Rps12-ps11	0	0	0	0	0	0	0	0
Rps12-ps12	0	0	0	0	0	0	0	0
Rps12-ps13	0	0	0	0	0	0	0	0
Rps12-ps14	0	0	0	0	0	0	0	0
Rps12-ps15	0	0	0	0	0	0	0	0
Rps12-ps18	0	0	0	0	0	0	0	0
Rps15a-ps5	0	0	0	0	0	0	0	0
Rps27rt	0	0	0	0	0	0	0	0
Rps6ka6	0	0	0	0	0	0	0	0
Rptn	0	0	0	0	0	0	0	0
Rptoros	0	0	0	0	0	0	0	0
Rrh	0	0	0	0	0	0	0	0
Rsad2	0	0	0	0	0	0	0	0
Rsc1a1	0	0	0	0	0	0	0	0
Rsf1os1	0	0	0	0	0	0	0	0
Rskr	0	0	0	0	0	0	0.032134545	0.072370847
Rsph1	0	0.046547697	0	0	0	0	0	0
Rsph14	0	0	0	0	0	0	0	0
Rsph3a	0	0	0	0	0	0	0	0
Rsph4a	0	0	0	0	0	0	0	0
Rspo1	0	0	0	0	0	0	0.174601145	0
Rspo2	0	0.008860877	0	0	0.005299254	0	0.039261549	0.005052669
Rspo4	0	0	0	0	0	0	0.29492884	0.199264528
Rtbdn	0	0	0	0	0	0	0	0
Rtl1	0	0	0	0	0	0	0	0
Rtl3	0	0	0	0	0	0	0	0
Rtl5	0	0	0	0	0	0	0	0
Rtl6	0	0	0	0	0	0	0	0
Rtl9	0	0	0	0	0	0	0	0
Rtn1	0	0.029281286	0	0	0.035023388	0	0.074138332	0
Rtn4r	0	0	0	0	0	0	0	0
Rtp1	0	0	0	0	0	0	0	0
Rtp2	0	0	0	0	0	0	0.187559599	0
Rtp3	0	0	0	0	0	0	0	0
Rubcnl	0	0	0	0	0	0.018265731	0.145726306	0.075015567
Rubie	0	0	0	0	0	0	0	0.041742102
Rufy4	0	0	0	0	0	0	0	0
Runx2os3	0	0	0	0	0	0	0	0
Rxfp3	0	0	0	0	0	0	0	0
Rxfp4	0	0	0	0	0	0	0	0
Rxrg	0	0	0	0	0	0	0	0
S100a2	0	0	0	0	0	0	0	0
S100a7l2	0	0	0	0	0	0	0.074350156	0
S100a8	0	0	0	0	1.254409083	0	0	0.149504877
S100a9	0	0	0	0	0	0	0	0
S100b	0	0	0	0	0	0	0.470003997	0
S100g	0	0	0	0	0	0	0	0
S100z	0	0	0	0	0	0	0	0
S1pr1	0	0	0	0	0	0	0.687290978	0.154786165
S1pr3	0	0	0	0	0	0	0	0
S1pr4	0	0	0	0	0	0	0	0
S1pr5	0	0	0	0	0	0	0	0
Saa1	0	0	0	0	0	0	0	0
Saa2	0	0	0	0	0	0	0	0
Saa4	0	0	0	0	0	0	0	0
Sall1	0	0	0	0	0	0	0	0
Sall3	0	0	0	0	0	0	0	0
Samd11	0	0	0	0	0	0	0	0
Samd15	0.024859051	0	0	0	0.189626406	0.301879636	0.028671832	0
Samd3	0	0	0	0	0	0	0	0
Samd7	0	0	0	0	0	0	0	0
Samsn1	0	0	0	0	0	0	0	0
Samt1	0	0	0	0	0	0	0	0
Samt1b	0	0	0	0	0.062275628	0	0	0
Samt1c	0	0	0	0	0	0	0	0
Samt1d	0	0	0	0	0	0	0	0
Samt2	0	0	0	0	0	0	0	0
Samt2b	0	0	0	0	0	0	0	0
Samt3	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0
Sap25	0	0	0	0	0	0	0	0
Sapcd1	0	0	0	0	0	0	0	0
Sash3	0	0	0	0	0	0	0	0
Satl1	0	0	0	0	0	0	0	0
Saxo1	0	0	0	0	0.028898	0	0	0
Saxo1os	0	0	0	0	0	0	0	0
Sbk2	0	0	0	0	0	0	0.113289311	0
Sbp	0	0	0	0	0	0	0	0
Sbpl	0	0	0	0	0	0	0	0
Scamp3	0	0	0	0	0	0	0	0
Scand1	0	0	0	0	0	0	0	0
Scara3	0	0	0	0	0	0	0	0
Scarf1	0	0.032279308	0	0	0	0.017927264	0	0
Scarna10	0	0	0	0	0	0	0	0
Scarna13	0	0	0	0	0	0	0	0
Scarna17	0	0	0	0	0	0	0	0
Scarna3a	0	0	0	0	0	0	0	0
Scarna3b	0	0	0	0	0	0	0	0
Scarna6	0	0	0	0	0	0	0	0
Scarna8	0	0	0	0	0	0	0	0
Scarna9	0	0	0	0	0	0	0	0
Scd3	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0
Scg3	0	0	0	0	0	0	0	0
Scgb1a1	0	0	0	0	0	0.609833418	0.41702812	0
Scgb1b10	0	0	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0	0	0
Scgb1b15	0	0	0	0	0	0	0	0
Scgb1b17	0	0	0	0	0	0	0	0
Scgb1b19	0	0	0	0	0	0	0	0
Scgb1b2	0	0	0	0	0	0	0	0
Scgb1b20	0	0	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0	0	0
Scgb1b26-ps	0	0	0	0	0	0	0	0
Scgb1b27	0	0	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0	0	0
Scgb1b3	0	0	0	0	0	0	0	0
Scgb1b30	0	0	0	0	0	0	0	0
Scgb1b7	0	0	0	0	0	0	0	0
Scgb1c1	0	0	0	0	0	0	0	0
Scgb2a2	0	0	0	0	0	0	0	0
Scgb2b1	0	0	0	0	0	0	0	0
Scgb2b10	0	0	0	0	0	0	0	0
Scgb2b11	0	0	0	0	0	0	0	0
Scgb2b12	0	0	0	0	0	0	0	0
Scgb2b13-ps	0	0	0	0	0	0	0	0
Scgb2b15	0	0	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0	0	0
Scgb2b18	0	0	0	0	0	0	0	0
Scgb2b19	0	0	0	0	0	0	0	0
Scgb2b2	0	0	0	0	0	0	0	0
Scgb2b20	0	0	0	0	0	0	0	0
Scgb2b21	0	0	0	0	0	0	0	0
Scgb2b24	0	0	0	0	0	0	0	0
Scgb2b26	0	0	0	0	0	0	0	0
Scgb2b27	0	0	0	0	0	0	0	0
Scgb2b3	0	0	0	0	0	0	0	0
Scgb2b30	0	0	0	0	0	0	0	0
Scgb2b33	0	0	0	0	0	0	0	0
Scgb2b4-ps	0	0	0	0	0	0	0	0
Scgb2b6	0	0	0	0	0	0	0	0
Scgb2b7	0	0	0	0	0	0	0	0
Scgb3a1	0	0	0	0	0	0	0	0
Scgb3a2	0	0	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0.027163418	0.024470109
Schip1	0	0	0	0	0	0	0	0
Scml1	0	0	0	0	0	0	0	0
Scn11a	0.009494224	0	0	0	0	0	0	0
Scn2b	0	0	0	0	0	0	0	0
Scn3b	0	0	0	0	0	0	0	0
Scn4b	0	0	0	0	0	0	0	0
Scn7a	0	0	0	0	0	0	0	0
Scn9a	0	0	0	0	0	0	0	0
Scnn1b	0.099060743	0.036100216	0	0	0.021589759	0.040098636	0.114254279	0.185266318
Scnn1g	0	0	0	0	0	0	0	0
Sco2	0	0	0	0	0	0	0	0
Scp2d1	0	0	0	0	0	0	0	0
Scrt1	0	0	0	0	0	0	0	0
Scrt2	0	0	0	0	0	0.01681308	0	0
Sct	0	0	0	0	0	0	0	0
Scx	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0
Sdr42e1	0	0.868997078	0	0	0	0	0.093230706	0
Sdr9c7	0	0	0	0	0	0	0	0
Sds	0	0	0	0	0	0	0.044286172	0
Sebox	0	0	0	0	0	0	0	0
Sec14l3	0	0	0	0	0	0	0	0
Sec14l5	0	0	0	0	0	0	0	0
Sel1l3	0	0	0	0	0	0	0	0
Sele	0	0	0	0	0	0	0	0
Selenov	0	0	0	0	0	0	0	0
Sell	0	0	0	0	0	0	0	0
Sema3g	0	0	0	0	0	0	0	0
Sema4a	0	0.011339068	0	0	0	0	0.043064687	0
Sema6b	0	0	0	0	0.01347644	0	0.028527247	0
Sema6c	0	0	0	0	0	0	0.0973898	0
Septin12	0	0	0	0	0	0	0.151528851	0
Septin5	0	0	0	0	0	0	0	0
Serpina10	0	0	0	0	0	0	0	0
Serpina12	0	0	0	0	0	0	0	0.047647083
Serpina16	0	0	0	0	0	0	0	0
Serpina1a	0	0	0	0	0.063399737	0	0	0
Serpina1b	0	0	0	0	0.086268133	0	0	0
Serpina1c	0	0	0	0	0.561136648	0	0	0
Serpina1d	0	0	0	0	0.04410911	0	0	0
Serpina1e	0	0	0	0	0	0	0	0
Serpina1f	0	0	0	0	0	0	0	0
Serpina3a	0	0	0	0	0	0	0	0
Serpina3b	0	0	0	0	0	0	0	0
Serpina3j	0	0	0	0	0	0	0	0
Serpina5	0	0	0	0	1.107253009	0	0	0
Serpina6	0	0	0	0	0	0	0	0
Serpina7	0	0	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0	0	0
Serpinb12	0	0	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0
Serpinb6d	0	0	0	0	0	0	0	0
Serpinb6e	0	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0	0.172380463	0
Serpinb9g	0	0	0	0	0.618578112	0	0.589239329	0.393196323
Serpinb9h	0	0	0	0	0.101877423	0	0.107828265	0.064757914
Serpinc1	0	0.344559965	0	0	0	0	0.031157273	0
Serpind1	0	0	0	0	0	0	0	0
Serpine2	0	0.011810769	0	0	0	0	0	0
Serpine3	0	0	0	0	0	0	0	0.078948242
Serpini2	0	0	0	0	0	0	0	0
Sertm1	0	0	0	0	0	0	0	0
Setdb2	0	0	0	0	0	0	0	0
Sez6l	0	0	0	0	0	0	0	0
Sez6l2	0	0	0	0	0	0	0	0
Sfn	0	0	0	0	0	0	0	0.072666971
Sfrp1	0	0	0	0	0	0	0.014492401	0
Sfrp2	0	0	0	0	0	0	0	0
Sfrp5	0	0	0	0	0	0	0	0
Sfta2	0	0	0	0	0	0	0	0
Sfta3-ps	0	0	0	0	0	0	0	0
Sftpa1	0	0	0	0	0	0	0	0
Sftpb	0	0.065714396	0	0	0	0	0.041596155	0
Sftpc	0	0	0	0	0	0	0	0
Sftpd	0	0	0	0	0	0	0	0
Sfxn3	0	0	0	0	0	0	0	0
Sgo2b	0	0	0	0	0	0	0	0
Sh2d1a	0	0	0	0	0	0	0	0
Sh2d1b1	0	0	0	0	0	0	0.102209563	0
Sh2d1b2	0	0	0	0	0	0	0	0
Sh2d2a	0	0	0	0	0	0	0	0
Sh2d4b	0	0	0	0	0	0	0.0058112	0
Sh2d5	0	0	0	0	0	0.018178474	0.207185945	0
Sh2d7	0	0	0	0	0	0	0	0
Shbg	0	0	0	0	0	0	0	0
Shc3	0	0.007917519	0	0	0	0.109930683	0	0.013544237
Shd	0	0.025465143	0	0	0	0	0	0
Shfl	0	0	0	0	0	0	0	0
Shh	0	0	0	0	0	0	0	0
Shisa2	0	0	0	0	0	0	0	0
Shisa3	0	0	0	0	0	0	0	0
Shisa7	0	0	0	0	0	0	0	0
Shisa9	0	0	0	0	0	0.005210919	0	0
Shisal2a	0	0	0	0	0	0.41617796	0.036487037	0
Shisal2b	0	0	0	0	0	0	0	0
Shld3	0	0	0	0	0	0	0	0
Shroom1	0	0	0	0	0.017868036	0	0.094558702	0.068146409
Siah3	0	0	0	0	0	0	0	0
Siglece	0	0	0	0	0.238703088	0	0	0
Siglecf	0	0	0	0	0	0	0	0
Siglech	0	0	0	0	0	0	0	0
Siglecl1	0	0	0	0	0	0.408690271	0	0
Sim1	0	0	0	0	0	0	0	0
Sirpb1a	0	0	0	0	0	0	0	0
Sit1	0	0	0	0	0	0	0	0
Six2	0	0	0	0	0	0	0	0
Six3	0	0	0	0	0	0	0	0
Six3os1	0	0	0	0	0	0	0	0
Six6	0	0	0	0	0	0	0	0
Skint1	0	0	0	0	0	0	0	0
Skint10	0	0	0	0	0	0	0	0
Skint2	0	0.016386689	0	0	0	0	0	0
Skint3	0	0	0	0	0	0	0	0
Skint7	0	0	0	0	0.014520682	0	0	0
Skint8	0	0	0	0	0	0	0	0
Skint9	0.018254106	0	0	0	0	0.018472624	0	0
Skor1	0	0	0	0	0	0	0	0
Skor2	0	0.012288058	0	0	0.014697763	0.013649069	0.015556286	0
Sla	0	0	0	0	0	0	0	0
Sla2	0.105430256	0	0	0	0	0	0	0
Slain1	0	0	0	0	0.040800561	0.075778836	0	0
Slain1os	0	0	0	0	0	0	0	0
Slamf6	0	0	0	0	0	0	0	0
Slamf7	0	0	0	0	0	0	0	0
Slamf9	0	0	0	0	0	0	0	0
Slc10a1	0	0	0	0	0.699431555	0	0.325726105	0.026675426
Slc10a2	0	0	0	0	0	0	0	0
Slc10a3	0	0	0	0	0	0	0	0
Slc10a4	0	0	0	0	0	0	0	0
Slc10a5	0	0	0	0	0	0	0.082916628	0
Slc12a3	0	0	0	0	0	0	0	0
Slc12a5	0	0.008313971	0	0	0	0	0.021050441	0.009481623
Slc13a2	0	0	0	0	0	0.029430476	0	0
Slc13a2os	0	0	0	0	0	0	0	0
Slc13a5	0	0	0	0	0.017102405	0	0.018101387	0.016306598
Slc14a1	0	0	0	0	0	0	0	0.014669815
Slc16a12	0	0.010408883	0	0	0	0	0	0
Slc16a6	0	0	0	0	0	0	0	0
Slc16a7	0	0.004200822	0	0	0.005024609	0	0	0.004790805
Slc16a8	0	0	0	0	0	0	0	0
Slc17a1	0	0	0	0	0	0	0	0
Slc17a2	0	0	0	0	0	0	0	0
Slc17a3	0	0	0	0	0	0	0	0
Slc17a4	0	0	0	0	0.024635689	0	0	0
Slc17a7	0.019185438	0	0	0	0	0	0	0.039867967
Slc18a3	0	0	0	0	0	0	0	0
Slc19a3	0.015203554	0	0	0	0	0.015385555	0.035070828	0
Slc1a2	0	0	0	0	0.136238002	0.084344895	0.033645712	0
Slc1a6	0	0	0	0	0.010203527	0	0	0
Slc22a1	0	0	0	0	0.462382486	0	0	0
Slc22a12	0	0	0	0	0	0	0	0
Slc22a13	0	0	0	0	0	0	0	0.059777552
Slc22a17	0	0	0	0	0	0	0	0
Slc22a18	0	0	0	0	0	0	0.072648115	0
Slc22a19	0	0	0	0	0	0.012272717	0	0
Slc22a2	0	0	0	0	0.431607917	0	0.188101903	0.411524371
Slc22a22	0.019497126	0	0	0	0	0	0	0
Slc22a28	0	0	0	0	0	0	0	0
Slc22a30	0	0	0	0	0	0	0	0
Slc22a6	0	0	0	0	0	0	0	0
Slc22a7	0	0	0	0	0	0	0	0
Slc23a1	0	0.031829457	0	0	0	0	0.080590135	0
Slc24a1	0	0	0	0	0	0	0	0
Slc24a4	0	0	0	0	0	0	0	0
Slc24a5	0	0	0	0	0	0	0	0
Slc25a2	0	0	0	0	0	0	0	0
Slc25a31	0	0	0	0	0.029130827	0	0	0
Slc25a34	0	0	0	0	0	0	0	0
Slc25a35	0	0	0	0	0.802086873	0	0.103951616	0.078037166
Slc25a41	0	0	0	0	0.046145679	0	0.195364524	0.043998432
Slc25a54	0	0	0	0	0	0	0.042299341	0
Slc26a1	0	0	0	0	0	0	0	0
Slc26a7	0	0	0	0	0	0	0	0
Slc26a9	0	0	0	0	0	0	0.026338618	0.011863545
Slc27a2	0	0	0	0	0	0	0	0
Slc27a3	0	0	0	0	0	0	0.072900478	0.013134449
Slc27a5	0	0	0	0	0	0	0	0
Slc28a2b	0.01395132	0.012710526	0	0	0	0	0	0
Slc28a3	0	0	0	0	0	0.050015691	0.014251125	0.012838097
Slc2a10	0	0	0	0	0	0	0	0.017066369
Slc2a2	0	0	0	0	0	0	0	0
Slc2a4	0	0	0	0	0	0	0	0
Slc30a10	0	0	0	0	0	0	0	0
Slc30a2	0	0	0	0	0	0	0	0
Slc30a8	0	0	0	0	0.031185208	0	0	0
Slc32a1	0	0	0	0	0	0	0	0
Slc34a1	0	0	0	0	0	0	0	0
Slc34a2	0	0	0	0	0	0	0	0
Slc34a3	0	0	0	0	0	0	0	0
Slc35d3	0	0	0	0	0	0	0	0
Slc35f1	0.022684571	0	0	0	0	0.022956126	0	0
Slc35g3	0	0	0	0	0	0	0.043370924	0
Slc36a1os	0	0	0	0	0	0	0	0
Slc36a3os	0	0	0	0	0	0	0	0
Slc38a5	0	0	0	0	0	0	0	0
Slc39a1	0	0	0	0	0	0	0	0
Slc39a12	0	0	0	0	0	0	0	0.042576035
Slc39a2	0	0	0	0	0	0	0.039985487	0
Slc39a4	0	0	0	0	0	0	0.354466328	0
Slc43a1	0	0	0	0	0	0	0	0.015104616
Slc45a1	0	0	0	0	0	0	0	0
Slc45a2	0	0	0	0	0	0	0	0
Slc47a1	0	0	0	0	0	0	0	0
Slc4a1	0	0.01129421	0	0	0	0	0	0.01288042
Slc4a10	0	0	0	0	0.060389106	0.392562163	0.276971681	0
Slc4a8	0	0	0	0	0	0	0	0
Slc51a	0	0	0	0	0	0	0	0
Slc51b	0	0	0	0	0	0	0	0
Slc52a3	0	0	0	0	0.044443995	0	0.070560072	0.148315757
Slc5a10	0	0	0	0	0	0	0	0
Slc5a12	0	0	0	0	0	0	0	0
Slc5a2	0	0	0	0	0	0	0	0
Slc5a3	0	0	0	0	0	0	0	0
Slc5a4a	0	0	0	0	0	0	0	0
Slc5a5	0.018934269	0.051750914	0	0	0	0.019160929	0.021838331	0
Slc5a7	0	0	0	0	0	0	0	0
Slc5a8	0	0	0	0	0.046119711	0.010707261	0.012203411	0
Slc5a9	0	0	0	0	0	0	0	0
Slc6a1	0	0	0	0	0	0	0	0
Slc6a11	0	0	0	0	0.015117079	0	0.016000095	0
Slc6a13	0	0	0	0	0	0	0	0
Slc6a14	0	0	0	0	0	0	0	0
Slc6a17	0	0	0	0	0	0	0	0
Slc6a18	0	0	0	0	0	0	0	0
Slc6a19	0	0	0	0	0	0	0.031859151	0
Slc6a19os	0	0	0	0	0	0	0	0
Slc6a2	0.008865952	0	0	0	0	0.008972085	0	0
Slc6a20a	0	0.015469193	0	0	0	0.017182543	0	0
Slc6a20b	0	0	0	0	0.054587962	0	0	0
Slc6a21	0	0	0	0	0	0	0	0
Slc6a3	0	0	0	0	0.012315377	0	0	0
Slc6a5	0	0	0	0	0	0	0.007539273	0
Slc6a7	0	0	0	0	0	0	0	0
Slc7a10	0	0	0	0	0	0	0	0
Slc7a12	0	0	0	0	0	0	0	0
Slc7a13	0	0	0	0	0	0	0	0
Slc7a15	0	0	0	0	0	0	0	0
Slc7a4	0	0	0	0	0	0	0	0
Slc7a8	0	0	0	0	0	0	0	0
Slc7a9	0	0	0	0	0	0	0	0
Slc8a2	0	0	0	0	0.008095094	0	0.008567942	0
Slc9a4	0	0	0	0	0.015128241	0	0	0
Slc9c1	0	0	0	0	0.396146204	0	0	0
Slco1a1	0	0	0	0	0	0	0	0
Slco1a4	0	0	0	0	0	0	0	0.014336084
Slco1b2	0	0	0	0	0	0	0	0
Slco1c1	0.017571709	0	0	0	0	0	0	0
Slco2b1	0	0	0	0	0	0	0	0
Slco4a1	0	0	0	0	0	0	0	0
Slco6b1	0	0	0	0	0	0.009838057	0	0.010100984
Slco6c1	0	0	0	0	0	0	0	0
Slfn1	0	0	0	0	0	0	0	0
Slfn4	0	0	0	0	0	0	0	0
Slfnl1	0	0	0	0	0.275769893	0	0	0
Slitrk1	0	0	0	0	0	0	0	0
Slitrk2	0	0	0	0	0	0	0	0
Slitrk3	0	0	0	0	0	0	0	0
Slitrk4	0	0	0	0	0	0	0	0
Slitrk5	0	0	0	0	0	0	0	0
Slitrk6	0	0	0	0	0	0	0	0
Sln	0	0	0	0	0	0	0	0
Slurp1	0	0	0	0	0	0	0	0
Slurp2	0	0	0	0	0	0	0	0
Slx	0	0.05561543	0	0	0	0	0.070407345	0
Slxl1	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0
Smarca1	0	1.069841498	0	0	0.032533193	0.634450547	0.321379468	0.155096803
Smbd1	0	0	0	0	0	0	0	0
Smc1b	0	0	0	0	0	0	0	0
Smco1	0	0	0	0	0	0	0	0.041921253
Smco3	0	0	0	0	0	0	0	0
Smcp	0	0	0	0	0	0	0	0
Smgc	0	0	0	0	0	0	0	0
Smim10l2a	0	0	0	0	0	0	0	0
Smim17	0	0	0	0	0	0	0.11986437	0.188964248
Smim18	0	0	0	0	0	0	0	0
Smim22	0	0	0	0	0	0	0	0
Smim23	0	0	0	0	0	0	0	0
Smim31	0	0	0	0	0	0	0	0
Smim34	0	0	0	0	0	0	0	0
Smim38	0	0	0	0	0	0	0	0
Smim43	0	0	0	0	0	0	0	0
Smim5	0	0	0	0	0	0	0	0
Smim6	0	0	0	0	0	0	0	0
Smkr-ps	0	0	0	0	0	0	0	0
Smlr1	0	0	0	0	0	0	0	0
Smok2a	0	0	0	0	0	0	0	0
Smok2b	0	0	0	0	0	0	0	0
Smok3a	0	0	0	0	0	0	0	0
Smok3b	0	0	0	0	0	0	0	0
Smok3c	0	0	0	0	0	0	0	0
Smpdl3a	0	0	0	0	0	0	0	0
Smpx	0	0	0	0	0	0	0	0
Smr2	0	0	0	0	0	0	0	0
Smr3a	0	0	0	0	0	0	0	0
